lokasi,judul,deskripsi,harga_bersih,kamar_tidur,kamar_mandi,luas_tanah_m2,luas_bangunan,tanggal_clean,kecamatan,catatan
"Klojen, Malang","DIJUAL Rumah Kondisi Baru direnovasi Lokasi Daerah Tidar Harga Sangat Menarik Dekat Jalan Poros Tidar, Kampus Machung, SPBU Tidar Kota Malang    Sp...","DIJUAL Rumah Kondisi Baru direnovasi Lokasi Daerah Tidar Harga Sangat Menarik Dekat Jalan Poros Tidar, Kampus Machung, SPBU Tidar Kota Malang    Sp...",1800000000.0,7.0,3.0,204.0,110.0,2025-12-17,Klojen,Aman
"Araya, Malang","Dijual Rumah 2 Lantai, Terawat, Semi Furnish, Siap Huni di Jasmine Valley, Araya, Kab. Malang  SHGB LT: 60m2 Dimensi: 12x5 LB: 64 m2 Lantai: 2 Kama...","Dijual Rumah 2 Lantai, Terawat, Semi Furnish, Siap Huni di Jasmine Valley, Araya, Kab. Malang  SHGB LT: 60m2 Dimensi: 12x5 LB: 64 m2 Lantai: 2 Kama...",900000000.0,3.0,2.0,60.0,64.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","DIJUAL Rumah di Perumahan Karanglo Indah Lokasi One Gate System dekat Gerbang Tol Menuju Surabaya, Akses Jalan Lebar Cocok untuk Usaha Kos Dekat In...","DIJUAL Rumah di Perumahan Karanglo Indah Lokasi One Gate System dekat Gerbang Tol Menuju Surabaya, Akses Jalan Lebar Cocok untuk Usaha Kos Dekat In...",750000000.0,4.0,3.0,201.0,190.0,2025-12-17,Blimbing,Ada kata 'kos/kost' di judul
"Blimbing, Malang",DIJUAL Rumah Kawasan Tenang dan Nyaman Dekat Kuliner Sulfat Akses Mudah Tengah Kota Malang  Speisifikasi : Sertifikat : SHM Luas Tanah : 699 m2 Lua...,DIJUAL Rumah Kawasan Tenang dan Nyaman Dekat Kuliner Sulfat Akses Mudah Tengah Kota Malang  Speisifikasi : Sertifikat : SHM Luas Tanah : 699 m2 Lua...,5000000000.0,8.0,4.0,699.0,400.0,2025-12-17,Blimbing,Aman
"Dieng, Malang",Rumah Siap Huni Bangunan Kokoh dan Terawat di Puncak Dieng Malang  Spesifikasi : Legalitas SHM Luas tanah 121 m² Luas bangunan 90 m² Kamar tidur ...,Rumah Siap Huni Bangunan Kokoh dan Terawat di Puncak Dieng Malang  Spesifikasi : Legalitas SHM Luas tanah 121 m² Luas bangunan 90 m² Kamar tidur ...,1100000000.0,2.0,1.0,121.0,90.0,2025-12-17,Sukun,Aman
"Klojen, Malang","DIJUAL Rumah Lokasi Strategsi dekat Jalan Besar Ijen Dekat Pasar Oro-oro Dowo, Hotel Shalimar, Diantara Mall MOG & Matos Cocok untuk Cafe atau Usah...","DIJUAL Rumah Lokasi Strategsi dekat Jalan Besar Ijen Dekat Pasar Oro-oro Dowo, Hotel Shalimar, Diantara Mall MOG & Matos Cocok untuk Cafe atau Usah...",12900000000.0,1.0,2.0,609.0,450.0,2025-12-17,Klojen,Aman
"Klojen, Malang","Rumah DIJUAL di Mentawai Spesifikasi : Legalitas : SHM Luas tanah : 177 m2 Dimensi : 8,5 x 20 luas bangunan : 250 m2 bangunan 2 lantai kamar tidur ...","Rumah DIJUAL di Mentawai Spesifikasi : Legalitas : SHM Luas tanah : 177 m2 Dimensi : 8,5 x 20 luas bangunan : 250 m2 bangunan 2 lantai kamar tidur ...",1750000000.0,4.0,2.0,177.0,250.0,2025-12-17,Klojen,Aman
"Blimbing, Malang","Rumah Jual Area Strategis Lingkungan Nyaman, Asri, Tenang Akses Mudah Dekat Araya, Exit Tol, Stasiun Cocok untuk Keluarga atau Usaha   Spesifikasi ...","Rumah Jual Area Strategis Lingkungan Nyaman, Asri, Tenang Akses Mudah Dekat Araya, Exit Tol, Stasiun Cocok untuk Keluarga atau Usaha   Spesifikasi ...",2250000000.0,5.0,1.0,150.0,126.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","Rumah Jual 2 Lantai Siap Huni, Lingkunga Tenang, One Gate System, 10 Menit ke Suhat, 15 Menit ke Univ. Brawijaya, Polinema, ABM, Kampus ASIA   Spes...","Rumah Jual 2 Lantai Siap Huni, Lingkunga Tenang, One Gate System, 10 Menit ke Suhat, 15 Menit ke Univ. Brawijaya, Polinema, ABM, Kampus ASIA   Spes...",925000000.0,2.0,1.0,72.0,120.0,2025-12-17,Lowokwaru,Aman
"Blimbing, Malang","Rumah Siap Huni Kawasan Sulfat Dekat Sekolah Al-Kautsar Pandanwangi, Komplek Ruko, Rumah Sakit Puri Bunda, Akses Mudah ke Bandara dan Terminal Bus....","Rumah Siap Huni Kawasan Sulfat Dekat Sekolah Al-Kautsar Pandanwangi, Komplek Ruko, Rumah Sakit Puri Bunda, Akses Mudah ke Bandara dan Terminal Bus....",950000000.0,3.0,2.0,40.0,70.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Rumah Jual Area Blimbing Suasana Nyamand dan Tenang Lokasi Dekat Rumah Sakit Lavalette, Superindo Sulfat, Terminal Arjosari, Exit Tol Singosari Aks...","Rumah Jual Area Blimbing Suasana Nyamand dan Tenang Lokasi Dekat Rumah Sakit Lavalette, Superindo Sulfat, Terminal Arjosari, Exit Tol Singosari Aks...",6500000000.0,5.0,3.0,883.0,350.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Rumah Kawasan Bisnis Dekat Swalayan, Minimarket, Exit Tol Sawojajar Akses Mudah Cocok untuk Kos-kosan Atau Kontrakan  Spesifikasi : Sertifikat : SH...","Rumah Kawasan Bisnis Dekat Swalayan, Minimarket, Exit Tol Sawojajar Akses Mudah Cocok untuk Kos-kosan Atau Kontrakan  Spesifikasi : Sertifikat : SH...",2700000000.0,5.0,3.0,162.0,324.0,2025-12-17,Blimbing,Ada kata 'kos/kost' di judul
"Blimbing, Malang","Rumah Jual Dalam Perumahan Cluster Tenang dan Nyaman Dekat Kuliner Sulfat, Exit Tol Malang Kota. Semi Furnished  Spesifikasi : Sertifikat : SHM  Lu...","Rumah Jual Dalam Perumahan Cluster Tenang dan Nyaman Dekat Kuliner Sulfat, Exit Tol Malang Kota. Semi Furnished  Spesifikasi : Sertifikat : SHM  Lu...",1800000000.0,5.0,3.0,222.0,190.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","Rumah Jual Area Lowokwaru Lokasi Strategis Row Jalan Lebar Dekat Kampus UB, Polinema, ASIA, ABM, Pasar Blimbing, Kuliner Soekarno Hatta Akses Mudah...","Rumah Jual Area Lowokwaru Lokasi Strategis Row Jalan Lebar Dekat Kampus UB, Polinema, ASIA, ABM, Pasar Blimbing, Kuliner Soekarno Hatta Akses Mudah...",2100000000.0,4.0,1.0,257.0,220.0,2025-12-17,Lowokwaru,Aman
"Blimbing, Malang","Rumah Jual Dekat Araya, Rumah Sakit Persada, SMPN 16 Malang, SMKN 8 Malang, Terminal Arjosari dan P4TK Vedc dan STT Atlas Nusantara   Spesifikasi :...","Rumah Jual Dekat Araya, Rumah Sakit Persada, SMPN 16 Malang, SMKN 8 Malang, Terminal Arjosari dan P4TK Vedc dan STT Atlas Nusantara   Spesifikasi :...",950000000.0,5.0,3.0,140.0,120.0,2025-12-17,Blimbing,Aman
"Sawojajar, Malang","RUMAH 2 LANTAI SEMI FURNISH KOMP. SPRINGHILLS GARDEN, SAWOJAJAR  Komp. Springhill Garden, Jl. Seroja, Sawojajar  SHM (ON HAND) Luas tanah : 180 m2 ...","RUMAH 2 LANTAI SEMI FURNISH KOMP. SPRINGHILLS GARDEN, SAWOJAJAR  Komp. Springhill Garden, Jl. Seroja, Sawojajar  SHM (ON HAND) Luas tanah : 180 m2 ...",1750000000.0,4.0,4.0,180.0,240.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Rumah Kawasan Elit, Baru Renovasi Dalam Perumahan Elit Araya Fasilitas Umum Lengkap Dekat Kampus Binus, Ombe Coffe Cocok untuk Keluarga Muda  Spesi...","Rumah Kawasan Elit, Baru Renovasi Dalam Perumahan Elit Araya Fasilitas Umum Lengkap Dekat Kampus Binus, Ombe Coffe Cocok untuk Keluarga Muda  Spesi...",2250000000.0,3.0,2.0,120.0,98.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","Rumah Pojok Siap Huni Fully Furnished Dekat SD, SMP & SMA Sabilillah di Jl Ikan-ikan Lowokwaru Kota Malang  Spesifikasi Legalitas : Sertifikat Hak ...","Rumah Pojok Siap Huni Fully Furnished Dekat SD, SMP & SMA Sabilillah di Jl Ikan-ikan Lowokwaru Kota Malang  Spesifikasi Legalitas : Sertifikat Hak ...",1850000000.0,3.0,2.0,90.0,130.0,2025-12-17,Lowokwaru,Aman
"Klojen, Malang","Dijual Rumah Kolonial Di Lokasi Strategis Gunung-Gunung, Dekat Berbagai Kegiatan Bisnis di Kota Malang, Cocok untuk kantor maupun rumah tinggal  Sp...","Dijual Rumah Kolonial Di Lokasi Strategis Gunung-Gunung, Dekat Berbagai Kegiatan Bisnis di Kota Malang, Cocok untuk kantor maupun rumah tinggal  Sp...",18000000000.0,7.0,4.0,984.0,400.0,2025-12-17,Klojen,Aman
"Araya, Malang","Rumah Jual Area Dalam Perumahan Elit Pintu dan Jende;a dari Jati Lokasi di Blok Depan Dekat Plaza Araya, RS Persada, Terminal Arjosari, Fasilitas P...","Rumah Jual Area Dalam Perumahan Elit Pintu dan Jende;a dari Jati Lokasi di Blok Depan Dekat Plaza Araya, RS Persada, Terminal Arjosari, Fasilitas P...",1750000000.0,4.0,2.0,172.0,70.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Rumah Posisi Pojok Lokasi Tenang di Araya Dekat Terminal Arjosari, Persada, Plaza Araya, Akses Mudah Ke Tengah Kota dan Exit Tol Cocok untuk Keluar...","Rumah Posisi Pojok Lokasi Tenang di Araya Dekat Terminal Arjosari, Persada, Plaza Araya, Akses Mudah Ke Tengah Kota dan Exit Tol Cocok untuk Keluar...",1500000000.0,3.0,2.0,241.0,150.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","DIJUAL Rumah Nyaamn dan Asri, Lingkungan Tenang Dekat Masjid, Kampus Polinema, Univ.Brawijaya, Selangkah Dengan Kawasan Ramai Dewandaru    Spesifik...","DIJUAL Rumah Nyaamn dan Asri, Lingkungan Tenang Dekat Masjid, Kampus Polinema, Univ.Brawijaya, Selangkah Dengan Kawasan Ramai Dewandaru    Spesifik...",5000000000.0,8.0,6.0,343.0,540.0,2025-12-17,Lowokwaru,Aman
"Tlogomas, Malang","Rumah DIJUAL bangunan rumah kost 2 lantai lengkap dengan furnish di perum nyaman Bukit Cemara Tujuh, sangat dekat dengan kampus UMM, akses trategis...","Rumah DIJUAL bangunan rumah kost 2 lantai lengkap dengan furnish di perum nyaman Bukit Cemara Tujuh, sangat dekat dengan kampus UMM, akses trategis...",2500000000.0,8.0,4.0,234.0,125.0,2025-12-17,Lowokwaru,Ada kata 'kos/kost' di judul
"Araya, Malang","Rumah Jual Area Dalam Perumahan Elit Pintu dan Jende;a dari Jati Lokasi di Blok Depan Dekat Plaza Araya, RS Persada, Terminal Arjosari, Fasilitas P...","Rumah Jual Area Dalam Perumahan Elit Pintu dan Jende;a dari Jati Lokasi di Blok Depan Dekat Plaza Araya, RS Persada, Terminal Arjosari, Fasilitas P...",1750000000.0,4.0,2.0,172.0,70.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","DIJUAL Rumah Nyaamn dan Asri, Lingkungan Tenang Dekat Masjid, Kampus Polinema, Univ.Brawijaya, Selangkah Dengan Kawasan Ramai Dewandaru    Spesifik...","DIJUAL Rumah Nyaamn dan Asri, Lingkungan Tenang Dekat Masjid, Kampus Polinema, Univ.Brawijaya, Selangkah Dengan Kawasan Ramai Dewandaru    Spesifik...",5000000000.0,8.0,6.0,343.0,540.0,2025-12-17,Lowokwaru,Aman
"Sawojajar, Malang","Dijual Rumah Kondisi sangat terawat di Selat Sunda Sawojajar. Dekat ke area bisnis Danau Toba, Ace Ahrdware, SPBU. Lokasi tenang. Cocok untuk rumah...","Dijual Rumah Kondisi sangat terawat di Selat Sunda Sawojajar. Dekat ke area bisnis Danau Toba, Ace Ahrdware, SPBU. Lokasi tenang. Cocok untuk rumah...",1200000000.0,4.0,2.0,142.0,110.0,2025-12-17,Blimbing,Aman
"Sawojajar, Malang","Rumah Jual Daerah Sawojajar Lokasi Strategis Keamanan 24 Jam Dekat Pasar Sawojajar, 30 Meter dari Ruko WOW, Sekolah (Full Furnish)  Spesifikasi : S...","Rumah Jual Daerah Sawojajar Lokasi Strategis Keamanan 24 Jam Dekat Pasar Sawojajar, 30 Meter dari Ruko WOW, Sekolah (Full Furnish)  Spesifikasi : S...",900000000.0,3.0,2.0,105.0,76.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","Rumah dalam Perumahan One Gate System Lokasi Stratgeis Lowokwaru Malang Dekat Unisma, Univ. Gajayana, Univ. Brawijaya, Dinoyo Mall Bisa jadi Piliha...","Rumah dalam Perumahan One Gate System Lokasi Stratgeis Lowokwaru Malang Dekat Unisma, Univ. Gajayana, Univ. Brawijaya, Dinoyo Mall Bisa jadi Piliha...",505000000.0,2.0,1.0,72.0,35.0,2025-12-17,Lowokwaru,Aman
"Lowokwaru, Malang","Rumah Jual Dekat dan Belakang Kampus ASIA, Kampus Widyagama, Polinema, Univ. Brawijaya, Kuliner Suhat  Spesifikasi : Sertifikat : SHM Luas Tanah : ...","Rumah Jual Dekat dan Belakang Kampus ASIA, Kampus Widyagama, Polinema, Univ. Brawijaya, Kuliner Suhat  Spesifikasi : Sertifikat : SHM Luas Tanah : ...",1900000000.0,3.0,2.0,157.0,100.0,2025-12-17,Lowokwaru,Aman
"Sukun, Malang","Rumah Jual Area Sukun Saat ini digunakan Sebagai Cafe Kondisi Masih Aktif, Lumayan Ramai Lokasi Strategis Dekat Banyak Usaha Kuliner (Pondok Damai,...","Rumah Jual Area Sukun Saat ini digunakan Sebagai Cafe Kondisi Masih Aktif, Lumayan Ramai Lokasi Strategis Dekat Banyak Usaha Kuliner (Pondok Damai,...",1500000000.0,1.0,3.0,159.0,130.0,2025-12-17,Sukun,Aman
"Kedungkandang, Malang","Rumah Jual Tepi Jalan Besar Dekat Alfamart, Indomaret, Pasar Gadangg, 10 Menit Ke Indogrosir, Mitra 10, Superindo, 5 Menit ke Gor Ken Arok   Spesif...","Rumah Jual Tepi Jalan Besar Dekat Alfamart, Indomaret, Pasar Gadangg, 10 Menit Ke Indogrosir, Mitra 10, Superindo, 5 Menit ke Gor Ken Arok   Spesif...",1500000000.0,5.0,4.0,259.0,200.0,2025-12-17,Kedungkandang,Aman
"Kedungkandang, Malang","DIJUAL Rumah One Gate System Berada di Kota Madya Dekat Gor Ken Arok, Pasar Gadang Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 72 m2...","DIJUAL Rumah One Gate System Berada di Kota Madya Dekat Gor Ken Arok, Pasar Gadang Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 72 m2...",475000000.0,2.0,1.0,72.0,54.0,2025-12-17,Kedungkandang,Aman
"Kedungkandang, Malang","Rumah Jual Tepi Jalan Besar Dekat Alfamart, Indomaret, Pasar Gadangg, 10 Menit Ke Indogrosir, Mitra 10, Superindo, 5 Menit ke Gor Ken Arok   Spesif...","Rumah Jual Tepi Jalan Besar Dekat Alfamart, Indomaret, Pasar Gadangg, 10 Menit Ke Indogrosir, Mitra 10, Superindo, 5 Menit ke Gor Ken Arok   Spesif...",1500000000.0,5.0,4.0,259.0,200.0,2025-12-17,Kedungkandang,Aman
"Bunulrejo, Malang","Dijual Rumah Suasana Nyaman dan Tenang Dalam Perumahan, OneGate System, Dekat RS Lavalette Akses Mudah Tengah Kota Malang  Spesifikasi: Sertifikat ...","Dijual Rumah Suasana Nyaman dan Tenang Dalam Perumahan, OneGate System, Dekat RS Lavalette Akses Mudah Tengah Kota Malang  Spesifikasi: Sertifikat ...",1500000000.0,4.0,2.0,179.0,200.0,2025-12-17,Blimbing,Aman
"Kedungkandang, Malang","DIJUAL Rumah Dekat Pasar Gadang, Gor Ken Arok, Indragiri, Mitra 10, Superindo    Spesifikasi : Sertifikat : SHM  Luas Tanah : 94 m2 Luas Bangunan :...","DIJUAL Rumah Dekat Pasar Gadang, Gor Ken Arok, Indragiri, Mitra 10, Superindo    Spesifikasi : Sertifikat : SHM  Luas Tanah : 94 m2 Luas Bangunan :...",600000000.0,2.0,1.0,94.0,94.0,2025-12-17,Kedungkandang,Aman
"Sawojajar, Malang","DIJUAL Rumah Dekat Pusat Kuliner Sawojajar 1, Pasar sawojajar, SMPN 21 Malang, SMAN 6, SMAN 10, Dekat Dengan Kampus UM 2, Pasar Madyopuro Tol Kota ...","DIJUAL Rumah Dekat Pusat Kuliner Sawojajar 1, Pasar sawojajar, SMPN 21 Malang, SMAN 6, SMAN 10, Dekat Dengan Kampus UM 2, Pasar Madyopuro Tol Kota ...",850000000.0,1.0,1.0,135.0,110.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang",Rumah Minimalis Siap Huni di Perumahan Elit Green Orchid Kota Malang  Spesifikasi : Legalitas SHM ⁠Luas tanah 90 m2 ⁠Luas bangunan 45 m2 ⁠Kam...,Rumah Minimalis Siap Huni di Perumahan Elit Green Orchid Kota Malang  Spesifikasi : Legalitas SHM ⁠Luas tanah 90 m2 ⁠Luas bangunan 45 m2 ⁠Kam...,1300000000.0,2.0,1.0,90.0,45.0,2025-12-17,Lowokwaru,Aman
"Klojen, Malang","DIJUAL Rumah Lokasi Strategis di Simpang Ijen, Pusat Cafe/ Kuliner Dekat Kampus UM, UB, JL Besar Ijen, Poltekes, Dll Kota Malang. Saat Ini Rumah Te...","DIJUAL Rumah Lokasi Strategis di Simpang Ijen, Pusat Cafe/ Kuliner Dekat Kampus UM, UB, JL Besar Ijen, Poltekes, Dll Kota Malang. Saat Ini Rumah Te...",12700000000.0,5.0,2.0,611.0,400.0,2025-12-17,Klojen,Aman
"Klojen, Malang","CITRALAND PUNCAK TIDAR ""Serenity at the hill"" didesain untuk menjadi kawasan premium resort yang mengintegrasikan residential area eksklusif, area ...","CITRALAND PUNCAK TIDAR ""Serenity at the hill"" didesain untuk menjadi kawasan premium resort yang mengintegrasikan residential area eksklusif, area ...",4200000000.0,4.0,3.0,180.0,244.0,2025-12-17,Klojen,Aman
"Lowokwaru, Malang","DIJUAL Rumah Kawasan Hunian One Gate System dengan Suasana Tenang dan Sejuk Dekat Kuliner Sudimoro, Soekarno Hatta, Area Kampus UB, Polinema Kota M...","DIJUAL Rumah Kawasan Hunian One Gate System dengan Suasana Tenang dan Sejuk Dekat Kuliner Sudimoro, Soekarno Hatta, Area Kampus UB, Polinema Kota M...",550000000.0,2.0,1.0,77.0,40.0,2025-12-17,Lowokwaru,Aman
"Kedungkandang, Malang","DIJUAL Rumah Dalam Perumahan Elit Dekat Exit Tol Madyopuro, Gor Ken Arok, Kantor Bersama dan SMA Taruna Dekat GOR Ken Arok, Kantor Bersama dan SMA ...","DIJUAL Rumah Dalam Perumahan Elit Dekat Exit Tol Madyopuro, Gor Ken Arok, Kantor Bersama dan SMA Taruna Dekat GOR Ken Arok, Kantor Bersama dan SMA ...",700000000.0,2.0,2.0,96.0,47.0,2025-12-17,Kedungkandang,Aman
"Klojen, Malang","DIJUAL Rumah Kawasan Gunung-gunung Klojen Dekat Dengan Kawasan Ijen, Pasar Oro-oro Dowo, Kampus UB, Poltekes, Matos, UM Kota Malang  Spesifikasi : ...","DIJUAL Rumah Kawasan Gunung-gunung Klojen Dekat Dengan Kawasan Ijen, Pasar Oro-oro Dowo, Kampus UB, Poltekes, Matos, UM Kota Malang  Spesifikasi : ...",6500000000.0,4.0,3.0,184.0,200.0,2025-12-17,Klojen,Aman
"Kedungkandang, Malang","DIJUAL Rumah One Gate System Berada di Kota Madya Dekat Gor Ken Arok, Pasar Gadang Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 72 m2...","DIJUAL Rumah One Gate System Berada di Kota Madya Dekat Gor Ken Arok, Pasar Gadang Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 72 m2...",475000000.0,2.0,1.0,72.0,54.0,2025-12-17,Kedungkandang,Aman
"Kedungkandang, Malang","DIJUAL Rumah One Gate System Berada di Kota Madya Dekat Gor Ken Arok, Pasar Gadang Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 72 m2...","DIJUAL Rumah One Gate System Berada di Kota Madya Dekat Gor Ken Arok, Pasar Gadang Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 72 m2...",550000000.0,2.0,1.0,72.0,54.0,2025-12-17,Kedungkandang,Aman
"Blimbing, Malang",DIJUAL Rumah Kawasan Tenang dan Nyaman Dekat Kuliner Sulfat Akses Mudah Tengah Kota Malang  Speisifikasi : Sertifikat : SHM Luas Tanah : 699 m2 Lua...,DIJUAL Rumah Kawasan Tenang dan Nyaman Dekat Kuliner Sulfat Akses Mudah Tengah Kota Malang  Speisifikasi : Sertifikat : SHM Luas Tanah : 699 m2 Lua...,5000000000.0,8.0,4.0,699.0,400.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","DIJUAL Rumah Dalam Perumahan One Gate System, Nyaman, Tenang, Asri, Dekat Terminal Arjosari, Perum Araya, Akses Mudah Kota Malang   Spesifikasi : S...","DIJUAL Rumah Dalam Perumahan One Gate System, Nyaman, Tenang, Asri, Dekat Terminal Arjosari, Perum Araya, Akses Mudah Kota Malang   Spesifikasi : S...",1250000000.0,5.0,1.0,126.0,120.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Cari hunian nyaman dan strategis di kawasan elit Kota Malang? Rumah ini berada dalam perumahan prestisius Araya, dengan keamanan 24 jam dan sistem ...","Cari hunian nyaman dan strategis di kawasan elit Kota Malang? Rumah ini berada dalam perumahan prestisius Araya, dengan keamanan 24 jam dan sistem ...",1450000000.0,4.0,2.0,170.0,120.0,2025-12-17,Blimbing,Aman
"Blimbing, Malang","Cari hunian nyaman dan strategis di kawasan elit Kota Malang? Rumah ini berada dalam perumahan prestisius Araya, dengan keamanan 24 jam dan sistem ...","Cari hunian nyaman dan strategis di kawasan elit Kota Malang? Rumah ini berada dalam perumahan prestisius Araya, dengan keamanan 24 jam dan sistem ...",1450000000.0,4.0,2.0,170.0,120.0,2025-12-17,Blimbing,Aman
"Lowokwaru, Malang","DIJUAL Rumah Kondisi Terawat Borobudur Agung Lokasi Strategis Tengah Kota Dekat Ke Kampus ABM, ASIA, Polinema, Widyagama, UB, Sekolah Hwa Ind, Pasa...","DIJUAL Rumah Kondisi Terawat Borobudur Agung Lokasi Strategis Tengah Kota Dekat Ke Kampus ABM, ASIA, Polinema, Widyagama, UB, Sekolah Hwa Ind, Pasa...",950000000.0,2.0,1.0,117.0,117.0,2025-12-17,Lowokwaru,Aman
"Araya, Malang","Rumah Mewah DIJUAL berada di jalan poros perumahan elit Kota Malang. Dekat Starbuck, Mall, Terminal Arjosari, kantor dinas/pemerintahan Kota, akses...","Rumah Mewah DIJUAL berada di jalan poros perumahan elit Kota Malang. Dekat Starbuck, Mall, Terminal Arjosari, kantor dinas/pemerintahan Kota, akses...",15000000000.0,6.0,5.0,775.0,700.0,2025-12-17,Blimbing,Aman
"Kedungkandang, Malang",DIJUAL Rumah Rumah 2 Lantai Berada di Kota Madya Dekat Dengan Gor Ken Arok Dekat Pasar Gadang Kota Malang   Spesifikasi : Sertifikat : SHM Luas Tan...,DIJUAL Rumah Rumah 2 Lantai Berada di Kota Madya Dekat Dengan Gor Ken Arok Dekat Pasar Gadang Kota Malang   Spesifikasi : Sertifikat : SHM Luas Tan...,650000000.0,2.0,2.0,70.0,120.0,2025-12-17,Kedungkandang,Aman
"Klojen, Malang","DIJUAL Rumah Dekat Sekolah Cor Jesu, Pasar Tawangmangu, Rumah Sakit Saiful Anwar, Hotel Savana, Amaris, Maxone,Santika Primiere Kota Malang   Spesi...","DIJUAL Rumah Dekat Sekolah Cor Jesu, Pasar Tawangmangu, Rumah Sakit Saiful Anwar, Hotel Savana, Amaris, Maxone,Santika Primiere Kota Malang   Spesi...",750000000.0,5.0,2.0,87.0,87.0,2025-12-17,Klojen,Aman
"Lowokwaru, Malang","DIJUAL Rumah dalam Perumahan Elit Selangkah Ke Pusat Bisnis dan Kuliner Suhat Dekat Kampus Ternama UB, Polinema,Widyagama,ASIA, ABM Kota Malang   S...","DIJUAL Rumah dalam Perumahan Elit Selangkah Ke Pusat Bisnis dan Kuliner Suhat Dekat Kampus Ternama UB, Polinema,Widyagama,ASIA, ABM Kota Malang   S...",2300000000.0,5.0,2.0,126.0,180.0,2025-12-17,Lowokwaru,Aman
"Bunulrejo, Malang","Dijual Rumah Suasana Nyaman dan Tenang Dalam Perumahan, OneGate System, Dekat RS Lavalette Akses Mudah Tengah Kota Malang  Spesifikasi: Sertifikat ...","Dijual Rumah Suasana Nyaman dan Tenang Dalam Perumahan, OneGate System, Dekat RS Lavalette Akses Mudah Tengah Kota Malang  Spesifikasi: Sertifikat ...",1500000000.0,4.0,2.0,179.0,200.0,2025-12-17,Blimbing,Aman
"Kedungkandang, Malang","DIJUAL Rumah Dekat Tol Madyopuro Sawojajar, Kampus Um 2 Sawojajar, Velodrom Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 138 m2 Dimen...","DIJUAL Rumah Dekat Tol Madyopuro Sawojajar, Kampus Um 2 Sawojajar, Velodrom Kota Malang   Spesifikasi :  Sertifikat : SHM Luas Tanah : 138 m2 Dimen...",1300000000.0,1.0,1.0,138.0,160.0,2025-12-17,Kedungkandang,Aman
"Klojen, Malang","Rumah Dijual di daerah buah-buahan klojen. lokasi tengah kota, siap huni. dekat MOG, Superindo, Plaza Dieng, kampus UNMER  Spesifikasi : Legalitas ...","Rumah Dijual di daerah buah-buahan klojen. lokasi tengah kota, siap huni. dekat MOG, Superindo, Plaza Dieng, kampus UNMER  Spesifikasi : Legalitas ...",2500000000.0,4.0,3.0,211.0,300.0,2025-12-17,Klojen,Aman
"Kedungkandang, Malang","DIJUAL Rumah Lokasi Strategis Dekat Exit Tol, Mini Market dan Pasar Sawojajar, Sekolah Kota Malang   Spesifikasi : Sertifikat : SHM Luas Tanah : 84...","DIJUAL Rumah Lokasi Strategis Dekat Exit Tol, Mini Market dan Pasar Sawojajar, Sekolah Kota Malang   Spesifikasi : Sertifikat : SHM Luas Tanah : 84...",625000000.0,4.0,2.0,84.0,141.0,2025-12-17,Kedungkandang,Aman
"Kedungkandang, Malang","DIJUAL Rumah Dekat Pasar Gadang, Gor Ken Arok, Indragiri, Mitra 10, Superindo    Spesifikasi : Sertifikat : SHM  Luas Tanah : 94 m2 Luas Bangunan :...","DIJUAL Rumah Dekat Pasar Gadang, Gor Ken Arok, Indragiri, Mitra 10, Superindo    Spesifikasi : Sertifikat : SHM  Luas Tanah : 94 m2 Luas Bangunan :...",600000000.0,2.0,1.0,94.0,94.0,2025-12-17,Kedungkandang,Aman
"Tidar, Malang","RUMAH TIDAR, MALANG Luas Tanah 540 m²  Luas Bangunan 490 m² Kamar Tidur 5+1  Kamar Mandi 3+1 Dimensi  18x30 Listrik 5500 Air sumur bor 40mtr Dapu...","RUMAH TIDAR, MALANG Luas Tanah 540 m²  Luas Bangunan 490 m² Kamar Tidur 5+1  Kamar Mandi 3+1 Dimensi  18x30 Listrik 5500 Air sumur bor 40mtr Dapu...",10000000000.0,6.0,4.0,540.0,490.0,2025-12-17,Sukun,Aman
